olympic_record_id,athlete_name,age,year,medal,country,sport,event
1709,"Vincent Lamar ""Vince"" Carter",23.0,2000,Gold,United States,Basketball,Basketball Men's Basketball
1710,"Nathaniel John ""Nate"" Cartmell",25.0,1908,Gold,United States,Athletics,"Athletics Men's 1,600 metres Medley Relay"
1711,Magalys Esther Carvajal Rivera,23.0,1992,Gold,Cuba,Volleyball,Volleyball Women's Volleyball
1712,Magalys Esther Carvajal Rivera,27.0,1996,Gold,Cuba,Volleyball,Volleyball Women's Volleyball
1713,Jol Casamayor Johnson,21.0,1992,Gold,Cuba,Boxing,Boxing Men's Bantamweight
1714,Oscar Casanovas,22.0,1936,Gold,Argentina,Boxing,Boxing Men's Featherweight
1716,Caroline Casaretto,26.0,2004,Gold,Germany,Hockey,Hockey Women's Hockey
1717,Fabio Casartelli,21.0,1992,Gold,Italy,Cycling,"Cycling Men's Road Race, Individual"
1718,Kellogg Kennon Venable Casey,30.0,1908,Gold,United States,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team"
1719,"Swintayla Marie ""Swin"" Cash",24.0,2004,Gold,United States,Basketball,Basketball Women's Basketball
1720,"Swintayla Marie ""Swin"" Cash",32.0,2012,Gold,United States,Basketball,Basketball Women's Basketball
1728,Charlotte Caslick,21.0,2016,Gold,Australia,Rugby Sevens,Rugby Sevens Women's Rugby Sevens
1729,Gustav Casmir,31.0,1906,Gold,Germany,Fencing,"Fencing Men's Sabre, Individual, Three Hits"
1730,Gustav Casmir,31.0,1906,Gold,Germany,Fencing,"Fencing Men's Sabre, Team"
1731,Ernst Gustaf Casparsson,25.0,1912,Gold,Sweden,Equestrianism,"Equestrianism Men's Three-Day Event, Team"
1732,Andrea Cassar,20.0,2004,Gold,Italy,Fencing,"Fencing Men's Foil, Team"
1733,Andrea Cassar,28.0,2012,Gold,Italy,Fencing,"Fencing Men's Foil, Team"
1734,Ollan Conley Cassell,27.0,1964,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
1736,Igor Cassina,26.0,2004,Gold,Italy,Gymnastics,Gymnastics Men's Horizontal Bar
1737,Naomi Sandra Castle,26.0,2000,Gold,Australia,Water Polo,Water Polo Women's Water Polo
1738,Hctor Castro,23.0,1928,Gold,Uruguay,Football,Football Men's Football
1739,Tamika Devonne Catchings,25.0,2004,Gold,United States,Basketball,Basketball Women's Basketball
1740,Tamika Devonne Catchings,29.0,2008,Gold,United States,Basketball,Basketball Women's Basketball
1741,Tamika Devonne Catchings,33.0,2012,Gold,United States,Basketball,Basketball Women's Basketball
1742,Tamika Devonne Catchings,37.0,2016,Gold,United States,Basketball,Basketball Women's Basketball
1743,"Ethel Hannah Catherwood (-McLaren, -Mitchell)",20.0,1928,Gold,Canada,Athletics,Athletics Women's High Jump
1745,Philippe Louis Eugne Cattiau,31.0,1924,Gold,France,Fencing,"Fencing Men's Foil, Team"
1746,Philippe Louis Eugne Cattiau,40.0,1932,Gold,France,Fencing,"Fencing Men's Foil, Team"
1747,Philippe Louis Eugne Cattiau,40.0,1932,Gold,France,Fencing,"Fencing Men's epee, Team"
1749,Tracy Ann Caulkins (-Stockwell),21.0,1984,Gold,United States,Swimming,Swimming Women's 200 metres Individual Medley
1750,Tracy Ann Caulkins (-Stockwell),21.0,1984,Gold,United States,Swimming,Swimming Women's 400 metres Individual Medley
1751,Tracy Ann Caulkins (-Stockwell),21.0,1984,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay
1752,Roberto Diego Lorenzo Cavanagh y Hearne,21.0,1936,Gold,Argentina,Polo,Polo Men's Polo
1753,"Christopher Carl ""Chris"" Cavanaugh",22.0,1984,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
1754,Patrik avar,25.0,1996,Gold,Croatia,Handball,Handball Men's Handball
1755,"Warren Jay ""Rex"" Cawley",24.0,1964,Gold,United States,Athletics,Athletics Men's 400 metres Hurdles
1756,Jos Pedro Cea Urriza,23.0,1924,Gold,Uruguay,Football,Football Men's Football
1757,Jos Pedro Cea Urriza,27.0,1928,Gold,Uruguay,Football,Football Men's Football
1758,Daniela Ceccarelli,26.0,2002,Gold,Italy,Alpine Skiing,Alpine Skiing Women's Super G
1759,Hjalmar Axel Fritz Cedercrona,24.0,1908,Gold,Sweden,Gymnastics,Gymnastics Men's Team All-Around
1760,Henry Carlos Cejudo,21.0,2008,Gold,United States,Wrestling,"Wrestling Men's Featherweight, Freestyle"
1761,"Matthew Gerald ""Matt"" Centrowitz, Jr.",26.0,2016,Gold,United States,Athletics,"Athletics Men's 1,500 metres"
1762,Frederich Cepeda Cruz,24.0,2004,Gold,Cuba,Baseball,Baseball Men's Baseball
1765,Stefano Cerioni,20.0,1984,Gold,Italy,Fencing,"Fencing Men's Foil, Team"
1766,Stefano Cerioni,24.0,1988,Gold,Italy,Fencing,"Fencing Men's Foil, Individual"
1767,Giovanni Cernogoraz,29.0,2012,Gold,Croatia,Shooting,Shooting Men's Trap
1768,Andreas Cervin,19.0,1908,Gold,Sweden,Gymnastics,Gymnastics Men's Team All-Around
1775,"Matthew J. ""Matt"" Cetlinski",23.0,1988,Gold,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
1776,Cha Jae-Gyeong,20.0,1992,Gold,South Korea,Handball,Handball Women's Handball
1777,Chae Ji-Hun,19.0,1994,Gold,South Korea,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres
1778,Louis Chaillot,18.0,1932,Gold,France,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres"
1779,Rakhim Ruslanovich Chakhkiyev,25.0,2008,Gold,Russia,Boxing,Boxing Men's Heavyweight
1780,Davit Gochayevich Chakvetadze,23.0,2016,Gold,Russia,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman"
1782,Kyle Chalmers,18.0,2016,Gold,Australia,Swimming,Swimming Men's 100 metres Freestyle
1783,Lori Christine Chalupny,24.0,2008,Gold,United States,Football,Football Women's Football
1784,Harry Dwight Chamberlin,45.0,1932,Gold,United States,Equestrianism,"Equestrianism Men's Three-Day Event, Team"
1785,Carlton Chambers,21.0,1996,Gold,Canada,Athletics,Athletics Men's 4 x 100 metres Relay
1786,Henri Chammartin,46.0,1964,Gold,Switzerland,Equestrianism,"Equestrianism Mixed Dressage, Individual"
1787,Madeleine Chamot-Berthod,24.0,1956,Gold,Switzerland,Alpine Skiing,Alpine Skiing Women's Downhill
1790,Dhyan Chand Bais,22.0,1928,Gold,India,Hockey,Hockey Men's Hockey
1791,Dhyan Chand Bais,26.0,1932,Gold,India,Hockey,Hockey Men's Hockey
1792,Dhyan Chand Bais,30.0,1936,Gold,India,Hockey,Hockey Men's Hockey
1793,Charles Chandler,21.0,1932,Gold,United States,Rowing,Rowing Men's Coxed Eights
1794,Jennifer Kay Bellamy Chandler,17.0,1976,Gold,United States,Diving,Diving Women's Springboard
1795,Tyson Cleotis Chandler,29.0,2012,Gold,United States,Basketball,Basketball Men's Basketball
1796,Chang Hye-Jin,29.0,2016,Gold,South Korea,Archery,Archery Women's Individual
1797,Chang Hye-Jin,29.0,2016,Gold,South Korea,Archery,Archery Women's Team
1800,Gary Arthur Chapman,19.0,1956,Gold,Australia,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
1802,Jean-Frdric Chapuis,24.0,2014,Gold,France,Freestyle Skiing,Freestyle Skiing Men's Ski Cross
1804,Tina Alexandria Charles,23.0,2012,Gold,United States,Basketball,Basketball Women's Basketball
1805,Tina Alexandria Charles,27.0,2016,Gold,United States,Basketball,Basketball Women's Basketball
1806,Yorelvis Charles Martnez,25.0,2004,Gold,Cuba,Baseball,Baseball Men's Baseball
1808,"Andrew Murray ""Boy"" Charlton",16.0,1924,Gold,Australia,Swimming,"Swimming Men's 1,500 metres Freestyle"
1809,"Thomas Jackson ""Tom"" Charlton, Jr.",22.0,1956,Gold,United States,Rowing,Rowing Men's Coxed Eights
1810,Carl Erik Charpentier,22.0,1920,Gold,Sweden,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System"
1811,Robert Charpentier,20.0,1936,Gold,France,Cycling,"Cycling Men's Road Race, Individual"
1812,Robert Charpentier,20.0,1936,Gold,France,Cycling,"Cycling Men's Road Race, Team"
1813,Robert Charpentier,20.0,1936,Gold,France,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
1814,Isabelle Chartrand,23.0,2002,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
1815,"Elizabeth ""Liz"" Chase",30.0,1980,Gold,Zimbabwe,Hockey,Hockey Women's Hockey
1816,Brandi Denise Chastain,27.0,1996,Gold,United States,Football,Football Women's Football
1817,Brandi Denise Chastain,36.0,2004,Gold,United States,Football,Football Women's Football
1818,Anne-Caroline Stphanie Chausson,30.0,2008,Gold,France,Cycling,Cycling Women's BMX
1819,Darvin Francisco Chvez Ramrez,22.0,2012,Gold,Mexico,Football,Football Men's Football
1820,Yuriy Volodymyrovych Cheban,26.0,2012,Gold,Ukraine,Canoeing,"Canoeing Men's Canadian Singles, 200 metres"
1821,Yuriy Volodymyrovych Cheban,30.0,2016,Gold,Ukraine,Canoeing,"Canoeing Men's Canadian Singles, 200 metres"
1822,Mauro Checcoli,21.0,1964,Gold,Italy,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual"
1823,Mauro Checcoli,21.0,1964,Gold,Italy,Equestrianism,"Equestrianism Mixed Three-Day Event, Team"
1824,Jury Dimitri Chechi,26.0,1996,Gold,Italy,Gymnastics,Gymnastics Men's Rings
1825,"William Joseph N. ""Joey"" Cheek",26.0,2006,Gold,United States,Speed Skating,Speed Skating Men's 500 metres
1826,"Chandra Danette Cheeseborough (-Shellman, -Guice)",25.0,1984,Gold,United States,Athletics,Athletics Women's 4 x 100 metres Relay
1827,"Chandra Danette Cheeseborough (-Shellman, -Guice)",25.0,1984,Gold,United States,Athletics,Athletics Women's 4 x 400 metres Relay
1828,Andrey Ivanovich Chemerkin,24.0,1996,Gold,Russia,Weightlifting,Weightlifting Men's Super-Heavyweight
1829,Chen Aisen,20.0,2016,Gold,China,Diving,Diving Men's Platform
1830,Chen Aisen,20.0,2016,Gold,China,Diving,Diving Men's Synchronized Platform
1831,Chen Ding,19.0,2012,Gold,China,Athletics,Athletics Men's 20 kilometres Walk
1832,Chen Jing,19.0,1988,Gold,China,Table Tennis,Table Tennis Women's Singles
1833,Chen Jing,28.0,2004,Gold,China,Volleyball,Volleyball Women's Volleyball
1834,Chen Long,27.0,2016,Gold,China,Badminton,Badminton Men's Singles
1837,Chen Ruolin,15.0,2008,Gold,China,Diving,Diving Women's Platform
1838,Chen Ruolin,15.0,2008,Gold,China,Diving,Diving Women's Synchronized Platform
1839,Chen Ruolin,19.0,2012,Gold,China,Diving,Diving Women's Platform
1840,Chen Ruolin,19.0,2012,Gold,China,Diving,Diving Women's Synchronized Platform
1841,Chen Ruolin,23.0,2016,Gold,China,Diving,Diving Women's Synchronized Platform
1843,Chen Weiqiang,26.0,1984,Gold,China,Weightlifting,Weightlifting Men's Featherweight
1844,Chen Xiaomin,23.0,2000,Gold,China,Weightlifting,Weightlifting Women's Middleweight
1845,Chen Xiexia,25.0,2008,Gold,China,Weightlifting,Weightlifting Women's Flyweight
1846,Chen Yanqing,25.0,2004,Gold,China,Weightlifting,Weightlifting Women's Lightweight
1847,Chen Yanqing,29.0,2008,Gold,China,Weightlifting,Weightlifting Women's Lightweight
1848,Chen Yibing,23.0,2008,Gold,China,Gymnastics,Gymnastics Men's Team All-Around
1849,Chen Yibing,23.0,2008,Gold,China,Gymnastics,Gymnastics Men's Rings
1850,Chen Yibing,27.0,2012,Gold,China,Gymnastics,Gymnastics Men's Team All-Around
1851,Chen Ying,30.0,2008,Gold,China,Shooting,"Shooting Women's Sporting Pistol, 25 metres"
1852,Chen Yueling,24.0,1992,Gold,China,Athletics,Athletics Women's 10 kilometres Walk
1853,Chen Zhong,17.0,2000,Gold,China,Taekwondo,Taekwondo Women's Heavyweight
1854,Chen Zhong,21.0,2004,Gold,China,Taekwondo,Taekwondo Women's Heavyweight
1855,Lauren Nicole Cheney (-Holiday),20.0,2008,Gold,United States,Football,Football Women's Football
1856,Lauren Nicole Cheney (-Holiday),24.0,2012,Gold,United States,Football,Football Women's Football
1857,Cheng Fei,20.0,2008,Gold,China,Gymnastics,Gymnastics Women's Team All-Around
1858,Yuliya Anatolyevna Chepalova,21.0,1998,Gold,Russia,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres
1859,Yuliya Anatolyevna Chepalova,25.0,2002,Gold,Russia,Cross Country Skiing,Cross Country Skiing Women's Sprint
1860,Yuliya Anatolyevna Chepalova,29.0,2006,Gold,Russia,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay
1862,Sergey Vladimirovich Chepikov,27.0,1994,Gold,Russia,Biathlon,Biathlon Men's 10 kilometres Sprint
1864,Aleksey Borisovich Cheremisinov,31.0,2016,Gold,Russia,Fencing,"Fencing Men's Foil, Team"
1865,Yuliya Igorevna Chermoshanskaya,22.0,2008,Gold,Russia,Athletics,Athletics Women's 4 x 100 metres Relay
1872,Emilee Cherry,23.0,2016,Gold,Australia,Rugby Sevens,Rugby Sevens Women's Rugby Sevens
1873,Vivian Jepkemoi Cheruiyot,32.0,2016,Gold,Kenya,Athletics,"Athletics Women's 5,000 metres"
1874,Lina Anatolyevna Cheryazova,25.0,1994,Gold,Uzbekistan,Freestyle Skiing,Freestyle Skiing Women's Aerials
1875,Alan Malcolm Chesney,27.0,1976,Gold,New Zealand,Hockey,Hockey Men's Hockey
1877,Bir Bahadur Chettri,24.0,1980,Gold,India,Hockey,Hockey Men's Hockey
1878,Bernard Marie  Chevallier,35.0,1948,Gold,France,Equestrianism,"Equestrianism Men's Three-Day Event, Individual"
1879,Giorgio Chiavacci,28.0,1928,Gold,Italy,Fencing,"Fencing Men's Foil, Team"
1880,Anna Vladimirovna Chicherova,30.0,2012,Gold,Russia,Athletics,Athletics Women's High Jump
1881,"Alexandra ""Sandy"" Chick",33.0,1980,Gold,Zimbabwe,Hockey,Hockey Women's Hockey
1882,Vlada Aleksandrovna Chigiryova,21.0,2016,Gold,Russia,Synchronized Swimming,Synchronized Swimming Women's Team
1884,Zulfiya Salakharovna Chinshanlo,19.0,2012,Gold,Kazakhstan,Weightlifting,Weightlifting Women's Featherweight
1885,Aurica Chiri-Brscu,29.0,2004,Gold,Romania,Rowing,Rowing Women's Coxed Eights
1887,Cho Yun-Jeong,22.0,1992,Gold,South Korea,Archery,Archery Women's Individual
1888,Cho Yun-Jeong,22.0,1992,Gold,South Korea,Archery,Archery Women's Team
1890,Choi Chol-Su,22.0,1992,Gold,North Korea,Boxing,Boxing Men's Flyweight
1891,Choi Eun-Gyeong,17.0,2002,Gold,South Korea,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay"
1892,Choi Eun-Gyeong,21.0,2006,Gold,South Korea,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay"
1893,Choi Hyeon-Ju,27.0,2012,Gold,South Korea,Archery,Archery Women's Team
1894,Choi Mi-Sun,20.0,2016,Gold,South Korea,Archery,Archery Women's Team
1895,Choi Min-Ho,27.0,2008,Gold,South Korea,Judo,Judo Men's Extra-Lightweight
1896,Choi Min-Kyung,19.0,2002,Gold,South Korea,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay"
1898,Maialen Chourraut Yurramendi,33.0,2016,Gold,Spain,Canoeing,"Canoeing Women's Kayak Singles, Slalom"
1899,Lucien Eugne Choury,26.0,1924,Gold,France,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres"
1900,Amy Yuen-Yee Chow (-Ho),18.0,1996,Gold,United States,Gymnastics,Gymnastics Women's Team All-Around
1901,John Hansen Christensen,28.0,1976,Gold,New Zealand,Hockey,Hockey Men's Hockey
1902,Joss Christensen,22.0,2014,Gold,United States,Freestyle Skiing,Freestyle Skiing Men's Slopestyle
1903,"William David ""Billy"" Christian",22.0,1960,Gold,United States,Ice Hockey,Ice Hockey Men's Ice Hockey
1904,"David William ""Dave"" Christian",20.0,1980,Gold,United States,Ice Hockey,Ice Hockey Men's Ice Hockey
1906,"Roger Allen ""Rog"" Christian",24.0,1960,Gold,United States,Ice Hockey,Ice Hockey Men's Ice Hockey
1908,Mads Christiansen,30.0,2016,Gold,Denmark,Handball,Handball Men's Handball
1911,"Steven Mark ""Steve"" Christoff",22.0,1980,Gold,United States,Ice Hockey,Ice Hockey Men's Ice Hockey
1925,Clement Chukwu,27.0,2000,Gold,Nigeria,Athletics,Athletics Men's 4 x 400 metres Relay
1931,Zygmunt Chycha,25.0,1952,Gold,Poland,Boxing,Boxing Men's Welterweight
1932,Csar Augusto Cielo Filho,21.0,2008,Gold,Brazil,Swimming,Swimming Men's 50 metres Freestyle
1933,Teresa Barbara Ciepy-Wieczorek,26.0,1964,Gold,Poland,Athletics,Athletics Women's 4 x 100 metres Relay
1936,Marco Cimatti,20.0,1932,Gold,Italy,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
1937,Gerd Cintl,21.0,1960,Gold,Germany,Rowing,Rowing Men's Coxed Fours
1938,Bruno Cipolla,15.0,1968,Gold,Italy,Rowing,Rowing Men's Coxed Pairs
1939,"Peter M. ""Pete"" Cipollone",33.0,2004,Gold,United States,Rowing,Rowing Men's Coxed Eights
1940,Andrea Cipressa,20.0,1984,Gold,Italy,Fencing,"Fencing Men's Foil, Team"
1942,Lothar Claesges,22.0,1964,Gold,Germany,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
1946,Austin Rhone Clapp,17.0,1928,Gold,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
1947,Ellery Harding Clark,22.0,1896,Gold,United States,Athletics,Athletics Men's High Jump
1948,Ellery Harding Clark,22.0,1896,Gold,United States,Athletics,Athletics Men's Long Jump
1949,"Emory Wendell Clark, II",26.0,1964,Gold,United States,Rowing,Rowing Men's Coxed Eights
1950,"Jay Clark, Jr.",40.0,1920,Gold,United States,Shooting,"Shooting Men's Trap, Team"
1951,Kelly Clark,18.0,2002,Gold,United States,Snowboarding,Snowboarding Women's Halfpipe
1952,"Caroline Archer ""KK"" Clark",26.0,2016,Gold,United States,Water Polo,Water Polo Women's Water Polo
1953,"Philip Corriston ""Phil"" Clark",25.0,1924,Gold,United States,Rugby,Rugby Men's Rugby
1955,"Sherman Rockwell ""Sherm"" Clark",20.0,1920,Gold,United States,Rowing,Rowing Men's Coxed Eights
1956,"Stephen Edward ""Steve"" Clark",17.0,1960,Gold,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
1957,"Stephen Edward ""Steve"" Clark",17.0,1960,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay
1958,"Stephen Edward ""Steve"" Clark",21.0,1964,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
1959,"Stephen Edward ""Steve"" Clark",21.0,1964,Gold,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
1960,"Stephen Edward ""Steve"" Clark",21.0,1964,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay
1962,"Louis Alfred ""Pinky"" Clarke",22.0,1924,Gold,United States,Athletics,Athletics Men's 4 x 100 metres Relay
1963,Eldece Clarke-Lewis,35.0,2000,Gold,Bahamas,Athletics,Athletics Women's 4 x 100 metres Relay
1964,Scott Tyler Clary,23.0,2012,Gold,United States,Swimming,Swimming Men's 200 metres Backstroke
1965,Vronique Claudel,25.0,1992,Gold,France,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay
1966,Leslie Walter Claudius,21.0,1948,Gold,India,Hockey,Hockey Men's Hockey
1967,Leslie Walter Claudius,25.0,1952,Gold,India,Hockey,Hockey Men's Hockey
1968,Leslie Walter Claudius,29.0,1956,Gold,India,Hockey,Hockey Men's Hockey
1969,Anna Stefanie Nanny Fryland Clausen (-Fryland),20.0,1920,Gold,Denmark,Diving,Diving Women's Plain High
1970,John Richard Clawson,24.0,1968,Gold,United States,Basketball,Basketball Men's Basketball
1971,Bryan Ezra Tsumoru Clay,28.0,2008,Gold,United States,Athletics,Athletics Men's Decathlon
1972,"Cassius Marcellus Clay, Jr.",18.0,1960,Gold,United States,Boxing,Boxing Men's Light-Heavyweight
1973,Jacob Clear,27.0,2012,Gold,Australia,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres"
1974,"Robert Barry ""Bobby"" Cleary, Sr.",23.0,1960,Gold,United States,Ice Hockey,Ice Hockey Men's Ice Hockey
1975,"William John ""Bill"" Cleary, Jr.",25.0,1960,Gold,United States,Ice Hockey,Ice Hockey Men's Ice Hockey
1976,Norman Cleaveland,23.0,1924,Gold,United States,Rugby,Rugby Men's Rugby
1977,Tammy P. Cleland-McGregor,20.0,1996,Gold,United States,Synchronized Swimming,Synchronized Swimming Women's Team
1978,"Elspeth Catherine Clement (Swain-, -Denning)",31.0,1988,Gold,Australia,Hockey,Hockey Women's Hockey
1979,Kerron Stephon Clement,22.0,2008,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
1980,Kerron Stephon Clement,30.0,2016,Gold,United States,Athletics,Athletics Men's 400 metres Hurdles
1981,Kyle Clemons,25.0,2016,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
1984,Edmond Cloetens,,1920,Gold,Belgium,Archery,"Archery Men's Pole Archery, Large Birds, Individual"
1985,Edmond Cloetens,,1920,Gold,Belgium,Archery,"Archery Men's Pole Archery, Small Birds, Team"
1986,Edmond Cloetens,,1920,Gold,Belgium,Archery,"Archery Men's Pole Archery, Large Birds, Team"
1987,"Robert Lynn ""Bob"" Clotworthy",25.0,1956,Gold,United States,Diving,Diving Men's Springboard
1989,Lesaw mikiewicz,24.0,1972,Gold,Poland,Football,Football Men's Football
1990,Alice Marie Coachman (-Davis),24.0,1948,Gold,United States,Athletics,Athletics Women's High Jump
1992,Barbara Ann Cochran (-Williams),21.0,1972,Gold,United States,Alpine Skiing,Alpine Skiing Women's Slalom
1993,"Commodore Shelton ""Com"" Cochran",22.0,1924,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
1994,"Leroy Braxton ""Roy"" Cochran",29.0,1948,Gold,United States,Athletics,Athletics Men's 400 metres Hurdles
1995,"Leroy Braxton ""Roy"" Cochran",29.0,1948,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
1997,"William Hastings ""Bill"" Cockburn",29.0,1932,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
